http_version,id,layer_type,local_ip,local_port,method,reference,remote_ip,remote_port,req_accept,req_accept_encoding,req_accept_language,req_authorization,req_cache_control,req_cdn_loop,req_cf_connecting_ip,req_cf_ipcountry,req_cf_ray,req_cf_visitor,req_cf_warp_tag_id,req_connection,req_content_length,req_content_type,req_cookie,req_host,req_origin,req_postman_token,req_priority,req_referer,req_sec_ch_ua,req_sec_ch_ua_mobile,req_sec_ch_ua_platform,req_sec_fetch_dest,req_sec_fetch_mode,req_sec_fetch_site,req_user_agent,req_x_forwarded_for,req_x_forwarded_proto,resp_access_control_allow_credentials,resp_access_control_allow_origin,resp_access_control_expose_headers,resp_connection,resp_content_length,resp_content_type,resp_date,resp_server,resp_set_cookie,resp_vary,rule_ids,sql_injection,sql_severity,sql_value,ssrf,ssrf_severity,ssrf_value,status_code,target,targeted_filed,timestamp,txn_id,uri,xss,xss_severity,xss_value
1.1,x7slJScq,,127.0.0.1,1234,PATCH,,127.0.0.1,52402,*/*,"gzip, br","en-US,en;q=0.5",,,cloudflare; loops=1,175.45.191.19,ID,94c69736ce8bfd9b-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,190,application/json,refresh_token=YKtnTqdxLoWN4KgFJzu1tz-hgVH0RRIyc-HySw7gg3w=; token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySWQiOiJmZWVmMjMxZS05MmRlLTQ4MjgtYjhmYy0yZGU3ZmQ1YmNmOGUiLCJleHAiOjE3NDkzNzIyMDN9.uC2skmdVfRxwQHlPm_w6O_uoxfsQ6L6YLfA9eNiq7l0,api-filkompedia.yogarn.my.id,https://filkompedia.yogarn.my.id,,u=0,https://filkompedia.yogarn.my.id/,,,,empty,cors,same-site,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0,175.45.191.19,https,true,https://filkompedia.yogarn.my.id,Set-Cookie,keep-alive,118,application/json,"Sun, 08 Jun 2025 07:14:09 GMT",nginx/1.26.3,,Origin,,,,,,,,500,,,08/Jun/2025:07:14:09 +0000,174936684946.878065,/api/v1/users,,,
1.1,a0AfFkWq,,127.0.0.1,1234,PATCH,,127.0.0.1,52402,*/*,"gzip, br","en-US,en;q=0.5",,,cloudflare; loops=1,175.45.191.19,ID,94c697550f0afd9b-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,190,application/json,refresh_token=YKtnTqdxLoWN4KgFJzu1tz-hgVH0RRIyc-HySw7gg3w=; token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySWQiOiJmZWVmMjMxZS05MmRlLTQ4MjgtYjhmYy0yZGU3ZmQ1YmNmOGUiLCJleHAiOjE3NDkzNzIyMDN9.uC2skmdVfRxwQHlPm_w6O_uoxfsQ6L6YLfA9eNiq7l0,api-filkompedia.yogarn.my.id,https://filkompedia.yogarn.my.id,,u=0,https://filkompedia.yogarn.my.id/,,,,empty,cors,same-site,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0,175.45.191.19,https,true,https://filkompedia.yogarn.my.id,Set-Cookie,keep-alive,118,application/json,"Sun, 08 Jun 2025 07:14:13 GMT",nginx/1.26.3,,Origin,,,,,,,,500,,,08/Jun/2025:07:14:13 +0000,17493668533.840354,/api/v1/users,,,
1.1,Ummh6Wkg,,127.0.0.1,1234,PATCH,,127.0.0.1,52402,*/*,"gzip, br","en-US,en;q=0.5",,,cloudflare; loops=1,175.45.191.19,ID,94c6984f89cefd9b-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,188,application/json,refresh_token=YKtnTqdxLoWN4KgFJzu1tz-hgVH0RRIyc-HySw7gg3w=,api-filkompedia.yogarn.my.id,https://filkompedia.yogarn.my.id,,u=0,https://filkompedia.yogarn.my.id/,,,,empty,cors,same-site,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0,175.45.191.19,https,true,https://filkompedia.yogarn.my.id,Set-Cookie,keep-alive,50,application/json,"Sun, 08 Jun 2025 07:14:54 GMT",nginx/1.26.3,,Origin,,,,,,,,401,,,08/Jun/2025:07:14:54 +0000,174936689493.060342,/api/v1/users,,,
1.1,i1ylaHVV,SINGLE_LAYERED,127.0.0.1,1234,POST,"o1,12o1,2o12,1v14,16t:urlDecodeUnio59,12o59,2o70,1v581,77t:urlDecodeUni",127.0.0.1,59570,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c69aae1eb2a1af-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,77,application/json,refresh_token=ppJL0lz0UrNThJVhFVAA9pjsZInoiuSC7-ZLpCdmyMg=,api-filkompedia.yogarn.my.id,,b774f49f-2275-4670-91b7-9a166c24b6ac,,,,,,,,,PostmanRuntime/7.43.4,175.45.191.19,https,,,,keep-alive,64,application/json,"Sun, 08 Jun 2025 07:16:31 GMT",nginx/1.26.3,,Origin,10001,True,2,,False,,,403,sql_injection,,08/Jun/2025:07:16:31 +0000,174936699195.815381,/api/v1/auths/login,False,,
1.1,cgfI3XMS,SINGLE_LAYERED,127.0.0.1,1234,POST,"o1,12o1,2o12,1v14,16t:urlDecodeUnio59,12o59,2o70,1v581,77t:urlDecodeUni",127.0.0.1,59570,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c69ad44a20a1af-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,77,application/json,refresh_token=ppJL0lz0UrNThJVhFVAA9pjsZInoiuSC7-ZLpCdmyMg=,api-filkompedia.yogarn.my.id,,2bffa542-7c83-4345-ada0-7968db8d9100,,,,,,,,,PostmanRuntime/7.43.4,175.45.191.19,https,,,,keep-alive,64,application/json,"Sun, 08 Jun 2025 07:16:37 GMT",nginx/1.26.3,,Origin,10001,True,2,,False,,,403,sql_injection,,08/Jun/2025:07:16:37 +0000,174936699752.650331,/api/v1/auths/login,False,,
1.1,v834AMtO,,127.0.0.1,1234,GET,,127.0.0.1,59570,*/*,"gzip, br","en-US,en;q=0.5",,,cloudflare; loops=1,175.45.191.19,ID,94c69aec4e90fd9b-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,,,refresh_token=30SHXTeH89Zjf4cwX_Ssyl1E8r7d-XyBtixSieA3rSw=,api-filkompedia.yogarn.my.id,https://filkompedia.yogarn.my.id,,u=4,https://filkompedia.yogarn.my.id/,,,,empty,cors,same-site,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0,175.45.191.19,https,true,https://filkompedia.yogarn.my.id,Set-Cookie,keep-alive,50,application/json,"Sun, 08 Jun 2025 07:16:41 GMT",nginx/1.26.3,,Origin,,,,,,,,401,,,08/Jun/2025:07:16:41 +0000,174936700164.939321,/api/v1/users/me,,,
1.1,QGk4DgBt,SINGLE_LAYERED,127.0.0.1,1234,POST,"o7,17v5,24t:urlDecodeUniv587,541",127.0.0.1,59570,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c69b0ddc3fa1af-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,541,application/json,refresh_token=ppJL0lz0UrNThJVhFVAA9pjsZInoiuSC7-ZLpCdmyMg=,api-filkompedia.yogarn.my.id,,3e3f05c1-3470-4c45-ae85-a7d6dcc71625,,,,,,,,,PostmanRuntime/7.43.4,175.45.191.19,https,,,,keep-alive,33,application/json,"Sun, 08 Jun 2025 07:16:46 GMT",nginx/1.26.3,,Origin,10003,False,,,False,,,200,BENIGN,,08/Jun/2025:07:16:46 +0000,174936700643.689521,/api/v1/payments/webhook,False,,
1.1,f7cFO5ly,SINGLE_LAYERED,127.0.0.1,1234,POST,"o7,17v5,24t:urlDecodeUniv587,541",127.0.0.1,59570,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c69b2799cda1af-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,541,application/json,refresh_token=ppJL0lz0UrNThJVhFVAA9pjsZInoiuSC7-ZLpCdmyMg=,api-filkompedia.yogarn.my.id,,d3c3500e-cd28-4f4b-9abc-2f0311ccd15e,,,,,,,,,PostmanRuntime/7.43.4,175.45.191.19,https,,,,keep-alive,33,application/json,"Sun, 08 Jun 2025 07:16:50 GMT",nginx/1.26.3,,Origin,10003,False,,,False,,,200,BENIGN,,08/Jun/2025:07:16:50 +0000,174936701055.823786,/api/v1/payments/webhook,False,,
1.1,lOFmwZEp,SINGLE_LAYERED,127.0.0.1,1234,POST,"o7,17v5,24t:urlDecodeUniv587,541",127.0.0.1,59570,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c69b35a9f1a1af-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,541,application/json,refresh_token=ppJL0lz0UrNThJVhFVAA9pjsZInoiuSC7-ZLpCdmyMg=,api-filkompedia.yogarn.my.id,,25f48362-55e4-4db2-ac92-937e8a54d39e,,,,,,,,,PostmanRuntime/7.43.4,175.45.191.19,https,,,,keep-alive,33,application/json,"Sun, 08 Jun 2025 07:16:52 GMT",nginx/1.26.3,,Origin,10003,False,,,False,,,200,BENIGN,,08/Jun/2025:07:16:52 +0000,174936701217.457557,/api/v1/payments/webhook,False,,
1.1,fGtpanBz,SINGLE_LAYERED,127.0.0.1,1234,PATCH,"o145,125v950,445t:urlDecodeUni",127.0.0.1,59570,*/*,"gzip, br","en-US,en;q=0.5",,,cloudflare; loops=1,175.45.191.19,ID,94c69bab7e59fd9b-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,445,application/json,refresh_token=FucVH6h_iifkKVaY7h8IDFRVe-FvmHE8Yo2wIlR4iYQ=; token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySWQiOiJmZWVmMjMxZS05MmRlLTQ4MjgtYjhmYy0yZGU3ZmQ1YmNmOGUiLCJleHAiOjE3NDkzNzI0MDF9.MKmOoc1lHABQ-aFDr0-7ZHZ3M_SxKUt33V16o14Daow,api-filkompedia.yogarn.my.id,https://filkompedia.yogarn.my.id,,u=0,https://filkompedia.yogarn.my.id/,,,,empty,cors,same-site,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0,175.45.191.19,https,true,https://filkompedia.yogarn.my.id,Set-Cookie,keep-alive,33,application/json,"Sun, 08 Jun 2025 07:17:11 GMT",nginx/1.26.3,,Origin,10002,False,,,False,,,200,xss,,08/Jun/2025:07:17:11 +0000,174936703127.547628,/api/v1/books,True,2,
1.1,z65Y4r37,SINGLE_LAYERED,127.0.0.1,1234,POST,"o7,17v5,24t:urlDecodeUniv587,541",127.0.0.1,35630,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c69c2f6d0da1af-SIN,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,541,application/json,refresh_token=ppJL0lz0UrNThJVhFVAA9pjsZInoiuSC7-ZLpCdmyMg=,api-filkompedia.yogarn.my.id,,a412db78-b786-4a01-bcca-fe341559fa61,,,,,,,,,PostmanRuntime/7.43.4,175.45.191.19,https,,,,keep-alive,58,application/json,"Sun, 08 Jun 2025 07:17:32 GMT",nginx/1.26.3,,Origin,10003,False,,,False,,,404,BENIGN,,08/Jun/2025:07:17:32 +0000,174936705256.450395,/api/v1/payments/webhook,False,,
1.1,1t1EZA5E,,127.0.0.1,1234,POST,,127.0.0.1,45162,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6a1da1f32e2e7-HKG,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,42,application/json,,api-filkompedia.yogarn.my.id,,,,https://api-filkompedia.yogarn.my.id/api/v1/auths/login,,,,,,,sqlmap/1.9.4.2#dev (https://sqlmap.org),175.45.191.19,https,,,,keep-alive,62,application/json,"Sun, 08 Jun 2025 07:21:24 GMT",nginx/1.26.3,,Origin,,,,,,,,401,,,08/Jun/2025:07:21:24 +0000,174936728416.650287,/api/v1/auths/login,,,
1.1,HhRenAaW,,127.0.0.1,1234,POST,,127.0.0.1,48456,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6a4c099d609e8-HKG,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,48,application/json,,api-filkompedia.yogarn.my.id,,,,https://api-filkompedia.yogarn.my.id/api/v1/auths/login,,,,,,,sqlmap/1.9.4.2#dev (https://sqlmap.org),175.45.191.19,https,,,,keep-alive,62,application/json,"Sun, 08 Jun 2025 07:23:23 GMT",nginx/1.26.3,,Origin,,,,,,,,401,,,08/Jun/2025:07:23:23 +0000,174936740369.591199,/api/v1/auths/login,,,
1.1,ZpJTOVI3,SINGLE_LAYERED,127.0.0.1,1234,POST,"o5,165o5,3o169,1v30,172t:urlDecodeUni",127.0.0.1,48456,*/*,"gzip, br",,,,cloudflare; loops=1,175.45.191.19,ID,94c6a4c49cf58613-HKG,"{""scheme"":""https""}",a6a578cc-a8d9-48de-99d6-29b29f017ec4,keep-alive,48,application/json,,api-filkompedia.yogarn.my.id,,,,https://api-filkompedia.yogarn.my.id/api/v1/auths/login,,,,,,,sqlmap/1.9.4.2#dev (https://sqlmap.org),175.45.191.19,https,,,,keep-alive,62,application/json,"Sun, 08 Jun 2025 07:23:24 GMT",nginx/1.26.3,,Origin,10001,True,2,,False,,,401,sql_injection,,08/Jun/2025:07:23:24 +0000,174936740452.939109,/api/v1/auths/login?ZKCi=3416%20AND%201%3D1%20UNION%20ALL%20SELECT%201%2CNULL%2C%27%3Cscript%3Ealert%28%22XSS%22%29%3C%2Fscript%3E%27%2Ctable_name%20FROM%20information_schema.tables%20WHERE%202%3E1--%2F%2A%2A%2F%3B%20EXEC%20xp_cmdshell%28%27cat%20..%2F..%2F..%2Fetc%2Fpasswd%27%29%23,False,,
